Record,Longitude,Latitude,Station,Depth,Date,GMT,SST,SSS,Chla,Phaeophytin ,NH4,PO4,NO3+NO2,NO2,NO3,Si
796,-80.8315,24.7138,12,0,12/7/99,15:36,24.846,36.234,0.165,0.214,,0.029,0,,,0
797,-80.8462,24.755,11,0,12/7/99,16:02,23.124,35.925,0.335,0.198,,0.038,0,,,0.221
798,-80.8598,24.7872,10,0,12/7/99,16:27,21.674,35.027,0.493,0.252,,0.057,0.09,,,1.016
799,-81.0283,24.7013,13,0,12/7/99,17:49,22.621,35.572,0.335,0.164,,0,0.198,,,1.44
800,-81.024,24.673,14,0,12/7/99,18:13,23.33,36.057,0.4,0.183,,0.056,0.169,,,0
801,-81.0163,24.6445,15,0,12/7/99,18:44,24.922,36.217,0.193,0.202,,0.05,0,,,0
802,-81.1835,24.5988,18,0,12/7/99,21:29,24.735,36.168,0.227,0.142,,0.09,0,,,0
803,-81.1917,24.6335,17,0,12/7/99,22:02,22.991,35.573,0.475,0.213,,0.08,0,,,0.552
804,-81.2043,24.6743,16,0,12/7/99,22:39,21.995,32.294,0.347,0.194,,0.104,0.084,,,3.813
805,-81.4208,24.6098,19,0,12/8/99,14:24,22.554,34.662,0.549,0.246,,0.085,0,,,0.449
806,-81.4185,24.5748,20,0,12/8/99,14:48,22.975,35.289,0.467,0.251,,0.067,0,,,0.293
807,-81.4137,24.5378,21,0,12/8/99,15:21,24.781,36.136,0.309,0.264,,0.03,0,,,0.449
808,-81.8285,24.4553,22,0,12/8/99,18:37,24.935,36.107,0.298,0.193,,0.036,0,,,0.397
809,-81.8292,24.4863,23,0,12/8/99,19:01,22.944,34.997,0.602,0.279,,0.047,0,,,1.587
810,-81.8288,24.5358,24,0,12/8/99,19:31,22.333,34.554,0.5,0.355,,0.049,0.335,,,1.329
907,-81.8272,24.3982,22.5,0,2/20/00,21:38,23.86,36.375,,,,,,,,
908,-81.8285,24.4537,22,0,2/20/00,22:39,23.72,35.937,,,,,,,,
909,-81.8273,24.4873,23,0,2/20/00,23:04,23.58,35.606,,,,,,,,
910,-81.8303,24.5388,24,0,2/20/00,23:33,23.84,35.67,,,,,,,,
911,-81.4186,24.6098,19,0,2/21/00,14:48,24.136,35.912,,,,,,,,
912,-81.4204,24.5741,20,0,2/21/00,15:11,23.16,35.13,,,,,,,,
913,-81.4123,24.5367,21,0,2/21/00,15:46,23.39,35.797,,,,,,,,
914,-81.3903,24.4821,21.5,0,2/21/00,16:21,24.54,36.191,,,,,,,,
915,-81.1835,24.5964,18,0,2/21/00,18:09,23.788,35.498,,,,,,,,
916,-81.1938,24.6357,17,0,2/21/00,18:53,23.85,34.775,,,,,,,,
917,-81.2036,24.6734,16,0,2/21/00,19:34,23.983,34.849,,,,,,,,
918,-80.9896,24.5902,15.5,0,2/21/00,20:53,23.548,36.377,,,,,,,,
919,-81.0173,24.6408,15,0,2/21/00,21:47,23.86,35.407,,,,,,,,
920,-81.023,24.6758,14,0,2/21/00,22:37,23.7,35.618,,,,,,,,
921,-81.0289,24.7001,13,0,2/21/00,23:10,23.85,35.358,,,,,,,,
922,-80.8337,24.7101,12,0,2/22/00,0:26,23.82,35.679,,,,,,,,
923,-80.8483,24.7525,11,0,2/22/00,0:54,23.82,35.228,,,,,,,,
924,-80.866,24.7825,10,0,2/22/00,1:17,24.341,31.86,,,,,,,,
925,-80.7286,24.7605,9,0,2/22/00,2:18,23.89,36.157,,,,,,,,
926,-80.7445,24.7902,8,0,2/22/00,2:40,24.019,36.238,,,,,,,,
927,-80.7588,24.8188,7,0,2/22/00,3:00,24.046,35.743,,,,,,,,
928,-80.3797,25.1068,4,0,2/22/00,12:58,22.88,35.738,,,,,,,,
929,-80.3559,25.0915,5,0,2/22/00,13:22,23.216,36.266,,,,,,,,
930,-80.3157,25.0633,6,0,2/22/00,14:07,23.61,36.328,,,,,,,,
931,-80.0872,25.6422,3,0,2/22/00,18:07,23.712,36.171,,,,,,,,
932,-80.1091,25.6438,2,0,2/22/00,18:23,23.562,36.181,,,,,,,,
933,-80.1266,25.644,1,0,2/22/00,18:35,23.283,35.825,,,,,,,,
981,-81.828,24.536,24,0,4/18/00,15:03,26.09,36.695,0.518,0.557,,0,0.164,,,0
982,-81.8271,24.3959,22.5,0,4/18/00,17:02,25.207,36.398,0.055,0.053,,0.049,0.021,,,0
983,-81.8272,24.4538,22,0,4/18/00,17:34,25.157,36.438,0.171,0.05,,0.087,0.128,,,0
984,-81.828,24.487,23,0,4/18/00,18:17,25.647,36.538,1.635,0,,0.843,0.158,,,0
985,-81.3867,24.4844,21.5,0,4/18/00,21:08,25.247,36.368,0.056,0.029,,0,0,,,0
986,-81.4096,24.5358,21,0,4/18/00,22:08,25.297,36.408,0.188,0.042,,0.761,0.059,,,0
987,-81.4169,24.5773,20,0,4/18/00,23:00,25.927,36.518,0.288,0.091,,0.055,0.018,,,0
988,-81.4208,24.6107,19,0,4/18/00,23:36,27.607,37.474,0.259,0.166,,0,0.167,,,1.626
989,-81.1838,24.5975,18,0,4/19/00,1:03,25.397,36.444,0.328,0.123,,0,0.023,,,0.3
990,-81.1907,24.6342,17,0,4/19/00,1:44,25.767,36.584,0.529,0.167,,0.032,0.026,,,6.503
991,-81.2026,24.6339,16,0,4/19/00,2:22,26.007,36.738,0.368,0.144,,0.098,0.045,,,2.724
992,-81.0295,24.7019,13,0,4/19/00,11:48,24.867,36.569,0.345,0.105,,0.011,0,,,0
993,-81.0229,24.6668,14,0,4/19/00,12:08,25.487,36.629,0.391,0.1,,0.012,0,,,0
994,-81.016,24.6414,15,0,4/19/00,12:42,24.157,36.43,0.391,0.264,,0,0,,,0
995,-80.9922,24.5914,15.5,0,4/19/00,13:33,24.767,36.379,0.148,0.15,,0,0,,,0
996,-80.8318,24.7125,12,0,4/19/00,15:03,24.427,36.378,0.168,0.043,,0,0,,,0
997,-80.8466,24.753,11,0,4/19/00,15:38,25.227,36.519,0.374,0.097,,0.23,0,,,0
998,-80.8578,24.7802,10,0,4/19/00,15:57,25.897,37.024,0.107,0.084,,0.015,0,,,0
999,-80.6862,24.716,9.5,0,4/19/00,17:09,25.147,36.378,0.157,0.048,,0,0,,,0
1000,-80.7232,24.7636,9,0,4/19/00,17:56,25.177,36.469,0.011,0.042,,0.025,0,,,0
1001,-80.7419,24.7915,8,0,4/19/00,18:22,27.207,36.589,0.218,0.077,,0.016,0,,,0
1002,-80.75,24.8167,7,0,4/19/00,18:46,26.307,36.35,0.142,0.078,,0.029,0,,,1.322
1003,-80.3146,25.0657,6,0,4/19/00,21:42,25.627,36.449,0.311,0.089,,0.007,0,,,15.737
1004,-80.3524,25.0933,5,0,4/19/00,22:19,25.907,36.528,,,,,,,,
1005,-80.3779,25.1087,4,0,4/20/00,22:39,26.037,36.804,0.142,0.034,,0.011,0,,,0
1006,-80.0842,25.644,3,0,4/20/00,12:34,24.586,36.193,0.362,0.175,,0.013,0,,,1.095
1007,-80.1054,25.645,2,0,4/20/00,12:52,24.672,35.975,0.656,0.194,,0.025,0.02,,,0
1008,-80.122,25.645,1,0,4/20/00,13:08,24.761,35.939,0.374,0.138,,0.023,0,,,1.322
1066,-81.8285,24.4033,22.5,0,6/9/00,21:59,28.419,36.336,0.1,0.031,,0.047,0,,,0.551
1067,-81.8257,24.4543,22,0,6/9/00,22:51,28.379,36.451,0.11,0.035,,0.056,0,,,0.499
1068,-81.828,24.4815,23,0,6/9/00,23:25,28.081,36.524,0.096,0.051,,0.044,0,,,0
1069,-81.8285,24.5372,24,0,6/9/00,23:55,28.652,36.648,0.592,0.227,,0.05,0,,,1.347
1070,-81.421,24.609,19,0,6/10/00,14:14,28.745,36.955,0.414,0.169,,0.048,0.094,,,0.828
1071,-81.4168,24.5743,20,0,6/10/00,14:31,28.122,36.515,0.403,0.13,,0.042,0.06,,,1.191
1072,-81.412,24.5375,21,0,6/10/00,15:10,28.068,36.304,0.102,0.057,,0,0,,,0.585
1073,-81.3918,24.4835,21.5,0,6/10/00,16:02,28.136,36.146,0.055,0.037,,0,0,,,1.001
1074,-81.1838,24.5987,18,0,6/10/00,18:25,27.981,36.301,0.322,0.067,,0.044,0,,,0
1075,-81.195,24.6365,17,0,6/10/00,19:03,29.174,37.178,1.155,0.508,,0.065,0,,,1.606
1076,-81.2038,24.675,16,0,6/10/00,19:45,28.621,37.337,0.541,0.299,,0.063,0,,,5.758
1077,-81.0295,24.7028,13,0,6/11/00,11:47,28.515,37.553,0.587,0.447,,0,0.217,,,7.364
1078,-81.0233,24.6763,14,0,6/11/00,12:17,28.624,37.336,0.495,0.273,,0.05,0.203,,,4.715
1079,-81.0165,24.6447,15,0,6/11/00,12:55,27.395,35.681,0.105,0.072,,0,0,,,1.213
1080,-80.9905,24.5932,15.5,0,6/11/00,13:47,28.204,36.096,0.072,0.047,,0.044,0,,,0.848
1081,-80.8265,24.7135,12,0,6/11/00,15:10,27.662,36.215,0.129,0.064,,0,0.321,,,1.365
1082,-80.8467,24.7528,11,0,6/11/00,15:46,27.599,36.633,0.778,0.251,,0,0,,,0.817
1083,-80.8598,24.7842,10,0,6/11/00,16:18,27.805,36.892,0.288,0.234,,0,0.224,,,1.792
1084,-80.757,24.82,7,0,6/11/00,17:05,28.166,36.808,0.246,0.135,,0.04,0.51,,,1.335
1085,-80.741,24.7908,8,0,6/11/00,17:31,27.455,35.88,0.391,0.244,,0,0,,,0.634
1086,-80.7235,24.7622,9,0,6/11/00,18:00,27.823,36.183,0.3,0.3,,0,0,,,1.03
1087,-80.6895,24.717,9.5,0,6/11/00,18:39,28.088,35.554,0.061,0.034,,0,0.286,,,1.03
1092,-80.3787,25.1092,4,0,6/12/00,11:19,27.425,36.655,0.215,0.105,,0.045,0,,,0.65
1093,-80.3555,25.092,5,0,6/12/00,11:47,27.395,36.051,0.46,0.195,,0.024,0,,,0
1094,-80.3333,25.0783,5.5,0,6/12/00,12:02,27.303,36.138,0.449,0.247,,0.022,0,,,0
1095,-80.3158,25.0628,6,0,6/12/00,12:25,27.841,36.217,0.276,0.174,,0,0,,,0
1096,-80.2877,25.0475,6.5,0,6/12/00,13:10,27.915,36.029,0.179,0.124,,0,0,,,0
1101,-80.0833,25.6459,3,0,6/12/00,18:30,27.689,36.266,0.391,0.1,,0.026,0,,,0.213
1102,-80.1065,25.6413,2,0,6/12/00,18:47,28.022,36.302,0.334,0.107,,0.069,0,,,1.181
1103,-80.1269,25.6446,1,0,6/12/00,19:01,27.794,36.333,0.46,0.123,,0.048,0,,,2.398
1154,-81.833,24.397,22.5,0,8/13/00,21:52,29.877,36.408,,,,,,,,
1155,-81.8302,24.4553,22,0,8/13/00,22:27,30.237,36.473,0.187,0.042,,0.173,0,,,0
1156,-81.8283,24.4865,23,0,8/13/00,22:49,30.377,36.656,0.489,0.074,,0.067,0.103,,,0
1157,-81.8285,24.5363,24,0,8/13/00,23:18,30.477,36.761,0.621,0.167,,0.118,0.282,,,0
1158,-81.4203,24.6115,19,0,8/14/00,13:41,30.537,36.738,0.195,0.051,,0.069,0,,,0
1159,-81.4188,24.575,20,0,8/14/00,14:31,30.467,36.7,,,,,,,,
1160,-81.418,24.538,21,0,8/14/00,15:06,30.266,36.453,0.113,0.047,,0.09,0,,,0
1161,-81.3928,24.4837,21.5,0,8/14/00,15:52,30.41,36.508,,,,,,,,
1162,-81.1815,24.5983,18,0,8/14/00,17:37,29.817,36.369,0.131,0.054,,0.15,0.007,,,0
1163,-81.1942,24.6367,17,0,8/14/00,18:57,31.387,36.573,,,,,,,,
1164,-81.2075,24.6677,16,0,8/14/00,19:32,31.737,37.428,0.288,0.234,,0.077,0.062,,,0
1165,-81.0312,24.7005,13,0,8/14/00,20:48,32.377,36.902,0.12,0.034,,0.101,0,,,0
1166,-81.0233,24.6747,14,0,8/14/00,21:27,31.937,36.633,,,,,,,,
1167,-81.0165,24.643,15,0,8/14/00,22:06,31.077,36.437,0.259,0.089,,0.128,0,,,0
1168,-80.9907,24.5945,15.5,0,8/14/00,22:50,31.677,36.529,,,,,,,,
1169,-80.8315,24.7135,12,0,8/15/00,0:14,30.377,36.451,0.169,0.024,,0.07,0,,,0
1170,-80.8472,24.7532,11,0,8/15/00,0:43,31.777,36.908,,,,,,,,
1171,-80.8603,24.7847,10,0,8/15/00,1:05,32.327,37.244,0.247,0.131,,0.069,0.055,,,0
1172,-80.7527,24.8157,7,0,8/15/00,10:01,31.027,36.59,0.151,0.102,,0.105,0.199,,,0
1173,-80.7418,24.7912,8,0,8/15/00,10:42,30.777,36.478,,,,,,,,
1174,-80.7233,24.7623,9,0,8/15/00,11:04,29.877,36.453,0.111,0.029,,0.089,0,,,0
1175,-80.6893,24.7158,9.5,0,8/15/00,11:42,29.925,36.44,,,,,,,,
1180,-80.2858,25.0495,6.5,0,8/15/00,16:08,30.187,36.399,0.322,0.133,,0.095,0,,,0
1181,-80.3158,25.0667,6,0,8/15/00,16:32,30.167,36.458,0.083,0.025,,0.113,0,,,0
1182,-80.3332,25.0803,5.5,0,8/15/00,16:50,30.313,36.433,0.311,0.068,,0.136,0,,,0
1183,-80.3548,25.093,5,0,8/15/00,17:13,31.174,36.53,0.236,0.092,,0.099,0,,,0
1184,-80.3805,25.1088,4,0,8/15/00,17:32,31.418,36.889,0.202,0.031,,0.105,0.069,,,0
1189,-80.0837,25.6417,3,0,8/15/00,22:10,30.177,36.629,0.472,0.112,,0.138,0.021,,,0
1190,-80.1062,25.6447,2,0,8/15/00,22:28,30.651,36.897,,,,,,,,
1191,-80.1283,25.6452,1,0,8/15/00,22:43,30.73,36.416,0.633,0.207,,0.146,0.446,,,1.284
1244,-81.8283,24.3958,22.5,0,10/20/00,20:08,27.735,36.18,0.111,0.048,,0.096,0,,,0.947
1245,-81.8283,24.4557,22,0,10/20/00,20:54,27.695,36.109,0.16,0.061,,0.103,0,,,1.098
1246,-81.828,24.4872,23,0,10/20/00,21:16,27.638,36.107,0.197,0.052,,0.032,0.216,,,1.364
1247,-81.8285,24.5373,24,0,10/20/00,21:40,26.056,35.48,0.506,0.175,,0.031,0.368,,,2.121
1248,-81.4217,24.6093,19,0,10/21/00,13:39,26.066,35.812,0.282,0.169,,0.09,0.149,,,1.023
1249,-81.4183,24.5748,20,0,10/21/00,14:03,26.818,36.164,0.191,0.063,,0.127,0.141,,,0.871
1250,-81.4127,24.539,21,0,10/21/00,14:44,27.537,36.151,0.149,0.045,,0.08,0.114,,,1.098
1251,-81.3922,24.4832,21.5,0,10/21/00,15:29,27.591,36.207,0.105,0.072,,0.093,0.748,,,1.061
1252,-81.1828,24.5978,18,0,10/21/00,17:11,27.707,36.163,0.085,0.065,,0.066,0.027,,,0.871
1253,-81.1932,24.6345,17,0,10/21/00,17:49,26.766,36.15,0.18,0.073,,0.062,0,,,1.212
1254,-81.2027,24.6725,16,0,10/21/00,18:23,26.615,36.143,0.157,0.098,,0.056,0,,,1.326
1255,-81.0295,24.7007,13,0,10/21/00,19:34,26.607,35.899,0.1,0.075,,0.045,0.023,,,1.483
1256,-81.0237,24.6742,14,0,10/21/00,19:51,26.713,35.707,0.253,0.095,,0,0,,,1.548
1257,-81.0168,24.6437,15,0,10/21/00,20:19,27.842,36.183,0.158,0.005,,0.026,0,,,1.319
1258,-80.9922,24.5913,15.5,0,10/21/00,21:01,27.773,36.179,0.074,0.039,,0.055,0,,,0.833
1259,-80.8323,24.7128,12,0,10/21/00,22:31,27.72,36.175,0.133,0.051,,0.02,0,,,1.122
1260,-80.8463,24.754,11,0,10/21/00,23:02,27.032,35.855,0.157,0.064,,0.034,0,,,0.99
1261,-80.8592,24.7878,10,0,10/21/00,23:24,26.327,35.323,0.253,0.156,,0.047,0.013,,,1.286
1262,-80.756,24.82,7,0,10/22/00,10:30,26.248,35.211,0.168,0.101,,0.04,0.023,,,0.99
1263,-80.7408,24.7918,8,0,10/22/00,10:51,27.022,36.072,0.154,0.077,,0.03,0,,,0
1264,-80.7237,24.7612,9,0,10/22/00,11:12,27.656,36.173,0.129,0.049,,0.022,0,,,0
1265,-80.6875,24.7185,9.5,0,10/22/00,11:49,27.562,36.183,0.111,0.056,,0.028,0,,,0
1270,-80.3775,25.11,4,0,10/22/00,16:16,25.662,32.953,0.334,0.158,,0.077,0.364,,,0.334
1271,-80.3555,25.092,5,0,10/22/00,17:37,25.952,34.768,0.362,0.129,,0.038,0.118,,,0.728
1272,-80.3333,25.0783,5.5,0,10/22/00,17:55,26.845,35.893,0.357,0.16,,0.031,0,,,0.662
1273,-80.3158,25.0628,6,0,10/22/00,18:14,27.559,36.154,0.151,0.047,,0.024,0,,,0
1325,-81.8272,24.3967,22.5,0,12/18/00,13:36,25.169,36.34,0.07,0.061,,0.015,0.088,,,1.081
1326,-81.8282,24.4545,22,0,12/18/00,14:09,24.906,36.366,0.138,0.088,,0.011,0.295,,,0.759
1327,-81.828,24.4862,23,0,12/18/00,14:31,24.919,36.358,0.153,0.083,,0.012,0.212,,,1.219
1328,-81.828,24.5362,24,0,12/18/00,14:59,23.365,36.935,0.621,0.643,,0.039,0.465,,,0
1329,-81.422,24.6093,19,0,12/18/00,17:26,22.848,36.03,0.138,0.174,,0.012,0.665,,,2.001
1330,-81.4182,24.575,20,0,12/18/00,17:46,24.611,36.158,0.633,0.227,,0.03,0.135,,,2.047
1331,-81.4125,24.538,21,0,12/18/00,18:21,24.826,36.284,0.385,0.178,,0.005,0.232,,,1.633
1332,-81.1837,24.5983,18,0,12/18/00,19:55,25.248,36.288,0.282,0.163,,0,0.111,,,1.173
1333,-81.1933,24.6345,17,0,12/18/00,20:29,24.143,35.29,0.535,0.218,,0.034,0.206,,,1.725
1334,-81.2035,24.6742,16,0,12/18/00,20:59,23.733,35.307,0.27,0.272,,0,0.212,,,10.695
1335,-81.0305,24.7005,13,0,12/18/00,22:09,23.953,35.642,0.454,0.206,,0.048,0.556,,,3.887
1336,-81.0233,24.6745,14,0,12/18/00,22:34,24.698,36.095,0.357,0.16,,0.008,0.057,,,1.817
1337,-81.0165,24.6438,15,0,12/18/00,23:03,25.193,36.313,0.207,0.115,,0,0.069,,,1.035
1338,-80.832,24.714,12,0,12/19/00,0:26,25.285,36.323,0.322,0.149,,0,0,,,0
1339,-80.8468,24.7533,11,0,12/19/00,0:49,24.377,36.153,0.293,0.121,,0,0,,,0
1340,-80.8598,24.7875,10,0,12/19/00,1:10,23.731,35.948,0.242,0.234,,0,0.319,,,0.502
1341,-80.7583,24.8167,7,0,12/19/00,2:03,23.753,35.678,0.253,0.192,,0,0.564,,,0.639
1342,-80.7418,24.7928,8,0,12/19/00,2:22,24.716,36.41,0.201,0.096,,0,0,,,0
1343,-80.723,24.7638,9,0,12/19/00,2:42,25.338,36.311,0.242,0.142,,0,0,,,0.365
1348,-80.286,25.049,6.5,0,12/19/00,14:03,25.282,36.308,0.076,0.029,,0,0,,,0
1349,-80.3155,25.0645,6,0,12/19/00,14:27,25.215,36.326,0.247,0.162,,0.037,0.122,,,0
1350,-80.3333,25.079,5.5,0,12/19/00,14:46,24.522,36.388,0.196,0.137,,0.035,0.018,,,0
1351,-80.354,25.0933,5,0,12/19/00,15:09,24.213,36.397,0.242,0.127,,0.036,0,,,0
1352,-80.3785,25.1088,4,0,12/19/00,15:27,23.582,35.523,0.288,0.096,,0.048,0.033,,,0
1357,-80.0827,25.6452,3,0,12/19/00,20:00,25.398,36.239,0.15,0.066,,0.032,0,,,0.547
1358,-80.1042,25.642,2,0,12/19/00,20:17,24.633,35.554,0.259,0.13,,0.072,0.132,,,0.274
1359,-80.1255,25.6457,1,0,12/19/00,20:31,23.81,34.337,0.316,0.129,,0.055,0.159,,,0.593
1410,-81.8277,24.3973,22.5,0,2/10/01,21:48,25.34,35.901,0.1,,,0.017,0,,,0.575
1411,-81.8285,24.4545,22,0,2/10/01,22:28,24.265,36.097,0.11,,,0.015,0,,,0.904
1412,-81.8293,24.4858,23,0,2/10/01,22:53,24.005,36.234,0.2,,,0.026,0.103,,,1.192
1413,-81.8287,24.5375,24,0,2/10/01,23:22,23.05,36.883,0.35,,,0.037,0.266,,,0.987
1414,-81.4187,24.6105,19,0,2/11/01,15:04,23.705,36.57,0.21,,,0.007,0,,,0.041
1415,-81.418,24.575,20,0,2/11/01,15:26,23.715,36.402,0.2,,,0.007,0,,,0
1416,-81.4122,24.538,21,0,2/11/01,16:06,24.418,36.212,0.11,,,0,0,,,0
1417,-81.3912,24.4832,21.5,0,2/11/01,16:47,25.234,35.984,0.08,,,0,0,,,0.781
1418,-81.2028,24.6748,16,0,2/11/01,18:53,24.527,36.223,0.18,,,0.012,0,,,0.123
1419,-81.1948,24.6357,17,0,2/11/01,19:16,24.522,36.188,0.32,,,0.014,0,,,1.027
1420,-81.1855,24.5988,18,0,2/11/01,19:50,24.865,36.075,0.09,,,0.002,0,,,0
1421,-80.9942,24.5927,15.5,0,2/11/01,21:10,25.562,35.917,0.07,,,0.006,0,,,0.123
1422,-81.0162,24.642,15,0,2/11/01,21:45,24.613,36.113,0.12,,,0.01,0,,,0.123
1423,-81.0237,24.6748,14,0,2/11/01,22:18,24.08,36.219,0.25,,,0.009,0,,,0.465
1424,-81.0275,24.7015,13,0,2/11/01,22:58,23.994,36.292,0.58,,,0.01,0.145,,,0.999
1425,-80.8613,24.7833,10,0,2/12/01,0:16,24.55,36.399,0.18,,,0.007,0.1,,,1.245
1426,-80.8463,24.7528,11,0,2/12/01,0:36,23.644,36.452,0.23,,,0.006,0,,,0.424
1427,-80.832,24.7143,12,0,2/12/01,1:01,24.62,36.134,0.07,,,0,0,,,0
1428,-80.7245,24.7622,9,0,2/12/01,1:54,24.658,36.078,0.1,,,0,0.029,,,0
1429,-80.7413,24.7922,8,0,2/12/01,2:18,23.604,36.318,0.23,,,0,0.026,,,0.096
1430,-80.7545,24.8177,7,0,2/12/01,2:40,24.158,36.286,0.26,,,0,0.445,,,0.588
1435,-80.379,25.1082,4,0,2/12/01,16:23,23.44,36.597,0.16,,,0.008,0,,,0.543
1436,-80.3555,25.0942,5,0,2/12/01,16:42,23.802,36.412,0.21,,,0.005,0,,,0.585
1437,-80.3347,25.079,5.5,0,2/12/01,17:11,24.24,36.207,0.22,,,0.008,0,,,0.711
1438,-80.3152,25.0673,6,0,2/12/01,17:25,24.64,36.072,0.13,,,0.005,0,,,0.836
1439,-80.2922,25.0528,6.5,0,2/12/01,17:48,24.825,36.023,0.1,,,0.003,0,,,0.502
1494,-81.8257,24.3977,22.5,0,4/11/01,18:21,25.88,36.203,0.052,0.018,,0,0,,,0
1495,-81.8273,24.4548,22,0,4/11/01,18:55,25.255,36.465,0.357,0.125,,0.003,0.148,,,0.107
1496,-81.8263,24.4863,23,0,4/11/01,19:16,25.375,36.74,0.357,0.094,,0.011,0,,,0
1497,-81.8282,24.5362,24,0,4/11/01,19:46,25.8,37.39,0.209,0.132,,0.036,0.121,,,0
1498,-81.4212,24.6107,19,0,4/12/01,13:12,26.09,37.695,0.23,0.22,,0.006,0.181,,,0.225
1499,-81.4187,24.5753,20,0,4/12/01,13:38,25.635,36.935,0.322,0.139,,0.006,0.132,,,0.459
1500,-81.4138,24.5388,21,0,4/12/01,14:13,25.33,36.485,0.149,0.058,,0,0.134,,,0
1501,-81.1843,24.5983,18,0,4/12/01,15:56,25.445,36.43,0.113,0.048,,0.001,0.119,,,0
1502,-81.1937,24.6348,17,0,4/12/01,16:26,25.585,36.56,0.276,0.133,,0.004,0.163,,,0
1503,-81.2052,24.676,16,0,4/12/01,16:58,26.175,37.25,0.276,0.144,,0.007,0.161,,,1.397
1504,-81.0303,24.7015,13,0,4/12/01,18:11,26.52,37.22,0.162,0.053,,0.002,0.122,,,0.518
1505,-81.0232,24.6752,14,0,4/12/01,18:28,25.99,36.79,0.121,0.121,,0,0.084,,,0.401
1506,-81.0168,24.6437,15,0,4/12/01,18:55,25.595,36.425,0.299,0.121,,0.001,0.11,,,0
1507,-80.9903,24.5925,15.5,0,4/12/01,19:33,25.83,36.3,0.506,0.272,,0,0.09,,,0
1508,-80.834,24.7157,12,0,4/12/01,20:49,25.725,36.38,0.077,0.059,,0.013,0.097,,,0
1509,-80.8475,24.753,11,0,4/12/01,21:13,26.135,36.675,0.334,0.137,,0.012,0.099,,,0
1510,-80.8602,24.7878,10,0,4/12/01,21:35,27.09,37.2,2.24,0.95,,0.012,0.1,,,1.104
1511,-80.7552,24.8193,7,0,4/12/01,22:28,27.111,36.98,0.165,0.077,,0.018,0,,,1.722
1512,-80.7425,24.7927,8,0,4/12/01,22:47,25.99,36.59,0.265,0.145,,0.016,0,,,1.472
1513,-80.7247,24.7673,9,0,4/12/01,23:09,25.79,36.365,0.102,0.03,,0.006,0,,,1.097
1514,-80.6882,24.7173,9.5,0,4/12/01,23:38,25.905,36.275,0.044,0.026,,0,0,,,1.181
1519,-80.2868,25.0523,6.5,0,4/13/01,12:42,25.835,36.285,0.061,0.023,,0,0,,,1.347
1520,-80.3147,25.0693,6,0,4/13/01,13:13,25.84,36.47,0.157,0.076,,0.011,0,,,1.264
1521,-80.3335,25.0797,5.5,0,4/13/01,13:27,25.78,36.505,0.168,0.081,,0.01,0,,,1.181
1522,-80.3545,25.0937,5,0,4/13/01,13:46,26.225,36.585,0.138,0.043,,0.009,0,,,1.222
1523,-80.3798,25.1083,4,0,4/13/01,14:02,26.705,37.095,0.132,0.037,,0.013,0,,,1.597
1528,-80.0833,25.6448,3,0,4/13/01,18:15,25.925,36.385,0.15,0.046,,0.017,0,,,0.889
1529,-80.1043,25.6413,2,0,4/13/01,18:30,25.905,36.455,0.557,0.079,,0.01,0,,,0.639
1530,-80.1262,25.6447,1,0,4/13/01,18:42,26.83,36.725,0.116,0.045,,0.113,0,,,0.514
1584,-81.8253,24.397,22.5,0,6/10/01,18:30,28.667,36.493,,,,0.02,0.013,,,0
1585,-81.8297,24.4548,22,0,6/10/01,19:07,28.772,36.461,,,,0,0,,,0
1586,-81.8278,24.4868,23,0,6/10/01,19:29,29.049,36.465,,,,0.017,0.069,,,0
1587,-81.8278,24.5362,24,0,6/10/01,20:10,30.561,37.205,,,,0.02,0.151,,,0.182
1588,-81.4202,24.6078,19,0,6/11/01,12:08,31.026,37.968,,,,0.003,0.21,,,0.96
1589,-81.4212,24.575,20,0,6/11/01,12:34,30.288,37.332,,,,0.009,0.038,,,1.491
1590,-81.413,24.5388,21,0,6/11/01,13:07,29.12,36.782,,,,0,0.023,,,0
1591,-81.39,24.484,21.5,0,6/11/01,14:09,28.416,36.467,,,,0,0,,,0
1592,-81.2032,24.6705,16,0,6/11/01,15:48,31.19,38.093,,,,0.02,0,,,1.225
1593,-81.1923,24.6362,17,0,6/11/01,16:13,29.922,37.157,,,,0.01,0,,,0.251
1594,-81.182,24.5987,18,0,6/11/01,16:48,28.693,36.539,,,,0.008,0.024,,,0
1595,-80.989,24.5918,15.5,0,6/11/01,18:00,29.253,36.639,,,,0.018,0,,,2.465
1596,-81.0167,24.6437,15,0,6/11/01,18:40,29.49,36.628,,,,0.016,0.077,,,0.1
1597,-81.0253,24.6755,14,0,6/11/01,19:11,29.942,36.758,,,,0.022,0.049,,,2.946
1598,-81.03,24.7017,13,0,6/11/01,19:40,31.122,37.107,,,,0.021,0.155,,,2.051
1599,-80.8627,24.7835,10,0,6/11/01,20:51,31.219,38.011,,,,0.029,0.104,,,2.808
1600,-80.8457,24.7528,11,0,6/11/01,21:16,30.411,37.103,,,,0.03,0,,,2.257
1601,-80.8293,24.712,12,0,6/11/01,21:41,29.51,36.619,,,,0.028,0.089,,,0
1602,-80.6873,24.7155,9.5,0,6/11/01,22:38,29.076,36.489,,,,0.024,0.035,,,0
1603,-80.7235,24.763,9,0,6/11/01,23:25,29.134,36.553,,,,0.033,0.145,,,0
